,Content,Result,type
41,"I received a letter form the Action > Mortgage company denying Action > Mortgage assistance, I have filed a chapter XXXX bankruptcy and is unable to keep making chapter XXXX payments in order to keep my home, the letter is dated XXXX XXXX denying me Action > Mortgage assistance, they have stated the reason for the denial is due to my getting several modifications and have reach my limit, that statement is not true. I only remember receiving XXXX modification. I have applied for help from XXXX and based on the Government guideline of eminent Default criteria, we qualify, my husband and myself are both XXXX, my husband  has had XXXX XXXX, in the past 10 years and now he is XXXX XXXX, I have XXXX and XXXX and XXXX problems, and is also XXXX XXXX. Please help us keep our home, we no we owe the debt so we are just trying to get a modification because now our income is stable, and we just need to get our Action > Mortgage modified, the company is discriminating against us. Life happens and we need your help to help us uphold the law that states we qualify, we could not help our currant situation the dollar amount of the back pay is $ 67,853.42.Thank you XXXX and XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX",Action > Mortgage,
42,"I have a Action > Credit card account with US Bank that I attempted to cancel at least five years ago. I learned by way of a credit monitoring alert that US Bank had not in fact canceled my account, despite my request. ( In fact, the account remains active even after my second written request. ) Although I had not charged anything to the account since I attempted cancellation, it incurred an annual fee that I did not pay, and thereby resulted in a 30- and 60-day delinquency that was reported to credit bureaus. I have sent two letters to US Bank requesting a discussion of this misunderstanding/error and a fair resolution. US Bank is utterly inaccessible and unwilling to discuss a resolution to this matter with anything but unsigned form letters.",Action > Credit card,
43,"We have been customers of CitiAction > Mortgage for ten plus years and our current Action > Mortgage and HELOC are both serviced through them. We had done a refinance approximately five years ago to obtain a lower rate and the process was seamless even though the industry had tightened up due to the housing market crash. Recently we decided to refinance again combining the current Action > Mortgage and HELOC and because of our history with CitiAction > Mortgage, we decided to go through them again. On XXXX XXXX, 2015, I called and spoke with XXXX XXXX and began the process. While there are several customer service issues with our attempt to refinance XXXX which l will not go into at this time ), the first and foremost complaint has to deal with our lock. We were locked in a rate of 4.375 %, receiving a credit of {$1100.00} expiring on XXXX XXXX, 2015. As of today XXXX XXXX, 2015, we still have not been contacted by CitiAction > Mortgage regarding our expired lock. In fact on XXXX XXXX, 2015 at XXXX, I had called our loan processor XXXX XXXX XXXX and advised her via voicemail ( she does not answer her phone and or return phone calls ) that XXXX and I have decided to withdraw our application. However XXXX XXXX had not checked her phone messages, but instead sent me an email stating that we were final approved and the closing department would call me in the next 48 hours to schedule a closing time. I in turn replied to her email stating how could we be final approved with an expired lock? XXXX XXXX XXXX replied that our lock had been extended. Here lies the problem, I am unclear as to how CitiAction > Mortgage can take the liberty to extend our lock without our consent especially since refinance Action > Mortgage rates have dropped to 4 % -4.125 % with no points? It seems to me that this would fall under the category of full disclosure to the borrower, which in this case appears to have been violated. In addition, with the "" new '' lock expiration date our daily interest charge continues to accumulate, this again is a Action > Mortgage loan being serviced by CitiAction > Mortgage. 
We have paid our Action > Mortgage payments on time, and have been loyal customers of CitiAction > Mortgage, but this process has been a nightmare. I have had to put off applying for student loans ( I am in the process of earning my degree ) not to mention the time that has been taken to deal with this, something that could have been avoided had CitiAction > Mortgage communicated with us. CitiAction > Mortgage has taken advantage of us and we feel violated by their underhanded dealings. We are requesting they refund us our appraisal and credit fees as they did not do provide the services promised.",Action > Mortgage,
44,this is my second dispute with no resolve..,Action > Credit reporting,
45,"PORTFOLIO RECOVERY XXXX, VA XXXX PHONE : XXXX ACCOUNT NUMBER : XXXX, XXXX, XXXX, XXXX XX/XX/XXXX Dear Sir or Madam : I am a victim of identity theft. I am demanding that you reinvestigate my credit file under the Fair Credit Reporting Act Section 611 [ 15 USC 1681I ]. You have no way to ascertain the legitimacy of my action without investigating the items in question. An identity thief used my personal information without my permission to open an account several account in my name this debt is not mine. I have enclosed proof of my identity and a copy of my Identity Theft Report. In accordance with the Fair Action > Debt collection Practices Act, I am asking you to stop collection proceedings against me and stop communicating with me about this debt, except as the Fair Credit Reporting Act allows. I also ask that you notify PORTFOLIO RECOVERY A or any company associate with this account # XXXX, XXXX, XXXX, XXXX and tell them the debt is the result of identity theft. I have enclosed a copy of the Federal Trade Commission 's police report Notice to Furnishers of Information. It explains your responsibilities under the Fair Credit Reporting Act ( FCRA ). The FCRA requires that debt collectors give an identity theft victim documents related to an account if the victim asks. Please send me copies of all records relating to the account, including : date account open all sign original contract Account applications made on paper, online, or by telephone Account statements or invoices Records of payment or charge slips Delivery addresses associated with the account Records of phone numbers used to activate or access the account Signatures on applications and accounts Investigators report Please send me a letter explaining what you have done to : Additional stall tactics on the part of your organization will be reported to the Federal Trade Commission XXXX, XXXX, XXXX, XXXX or any company associate with this account that the debt is the result of identity theft Stop collection proceedings against me Stop reporting information about the debt to credit reporting companies Provide me with the records I request Thank you for your cooperation. 
Sincerely, XXXX SOC SEC # XXXX DOB XX/XX/XXXX ADDRESS XXXX, FL XXXX",Action > Debt collection,
46,"Hi, Im writing to you regarding an account that I had with XXXX XXXX. I just found out that I had a {$22.00} balance past do for many months ( It is been paid ) .... never got a call from them or a later colecting the balance so as a result my credit was really damage and Im not being able to get a credit card that I really need. 
Im been traying to rebuilt my credit little by little and this is big set back. 
I need help Thank you XXXX XXXX",Action > Debt collection,
47,"I recently refinanced my VA Action > Mortgage loan with XXXX Bank. The terms and conditions of repaying that loan were disclosed at time of escrow closing. The monthly Action > Mortgage payment is due the XXXX of each month, and the borrower is provided a XXXX grace period before any late fees are assessed. 

Within just a few weeks following loan closing, the lender XXXX sold the loan to Pacific Union Financial LLC out of XXXX XXXX, TX. Pacific Union is trying to assess a {$5.00} draft fee for payments made after the XXXX of the month. They claim this is because they utilize a XXXX party servicer that charges Pacific Union Financial a {$5.00} fee to process. 

I have informed Pacific Union that they can not assess additional fees not disclosed or agreed upon in the Action > Mortgage closing documentation. They also state that they waive the {$5.00} fee for payments received between the XXXX thru the XXXX of the month, but choose not do so thereafter. 

That Pacific Union has opted to process payments thru this XXXX party server that charges them a {$5.00} fee is not the responsibility of the original borrower to bear. They have not offered to permanently waive this fee for payments received after the XXXX. We never agreed to these terms, and have always been allowed the XXXX grace period to make the Action > Mortgage payment ( previously financed thru XXXX Bank out of Michigan XXXX with no additional "" late '' fees assessed and applied to the loan. We were not offered any input when XXXX unilaterally sold the loan to Pacific Union, nor have we or will we agree to additional monies being assessed against the loan amount for the "" privilege '' of making online payments or failing to meet an additional due date over and above those agreed upon at time of closing. 

Thank you for your assistance.",Action > Mortgage,
48,"The CFPB website does not have a proper category for this ... ... 

On XX/XX/2018 I received a letter from XXXX XXXX, GC Services Limited Partnership, XXXX XXXX XXXX, XXXX PA XXXX, falsely claiming that we had agreed to a payment arrangement of {$200.00} per month. They also appear to use the address XXXX XXXX, XXXX, TX XXXX. 

I DID NOT. Any statement by any party to the contrary, verbally or in writting is a LIE. 

In fact, this was the first communication by this company. 

On this date, I am sending written demand that they never contact me again.",Action > Debt collection,
49,this is a formal complaint against Statebridge Company LLC- This Company was our Action > Mortgage Company from XXXX XXXX to XXXX XXXX. This Company has been negligent and irresponsible in paying our School Taxes for the entire Tax period from XX/XX/XXXX-XX/XX/XXXX and School Taxes for the second half of XX/XX/XXXX. They have also failed to pay the General Taxes for the second half of the year XX/XX/XXXX.This resulted in a lien against my property for {$14000.00}. The current Loan servicer ( XXXX XXXX XXXX ) which took over our Action > Mortgage in XXXX XXXX took our {$14000.00} from our escrow payed off the lien that this negligent company caused and then started out paying our taxes giving us a negative escrow from jump. A claim was filed with consumer finance against XXXX XXXX XXXX under ( COMPLAINT # XXXX ) - so this is a follow -up complaint to get the right party in the mix. We will be providing you with all the documents that was initiated from XXXX. This Statebridge Bank is despicable and have caused us great harm and XXXX. We would like to see Statebridge reimburse the amount of the lien so that we can move on with our lives. I am not about to lose my home because of the negligence of Statebridge Bank. Please cross-reference CFPB CASE # XXXX WHERE THERE IS A COMPLAINT AGAINST XXXX. Please note that this is all interrelated so please be mindful of that .I will be sending all correspondences to your office by mail shortly.,Action > Mortgage,
50,"I sent disputes already but no contact or changes have been made. 
All XXXX credit companies are still negatively reporting a XXXX AccountIt has been 8.8 years since Major Delinquency First Reported. This account had never been brought current after this and has exceed the date XXXX and Federal Fair Action > Credit reporting Laws for being able to report in any mannerThis was also disputed with the original creditor and a good faith adjustment was made on this account that cancelled any balance owed. 
I will attach the report from the creditor but you can also review the actual documents and dates atThe original dispute made on my behalf CFPB CASE # XXXX",Action > Credit reporting,
51,"i sent a letter in XX/XX/XXXX asking for proof of account, i never received any documents in regards to the account, and it still reporting on my credit.",Action > Debt collection,
52,"Our home loan is a balloon, we knew it would need refinanced and worked hard for two years to build a good credit score to prepare for the refinance, when it came time to refinance we had a great score but was shocked to learn that we are underwater and lenders would not finance the full amount. The first step we made was talk to the Action > Mortgage company and ask for a modification of the loan by either extending the length for a few years to 30 yrs, at least until we could wait out the value decline and hopefully improve value as well. We were immediately declined because "" We both have jobs and can afford our monthly payments '' to which we completely agreed except for the balloon has now matured and we are not allowed to make payments. We then found a company that would refinance at the value that was stated by Action > Mortgage company and submitted it as an offer of settlement. Example home Action > Mortgage owed is XXXX we offered XXXX the Action > Mortgage company kept sending letters that it was under review and had us wait even longer ( no payments allowed to be made ) We are not going to look good for our credit now. Today I was told simply the lender wants full amount, we do n't have liquid assets to make up the difference we explained that. No explanation as to why our settlement was declined. I was told our next step could be Deed in Lieu.",Action > Mortgage,
53,"I have had a Home Depot Action > Credit card for months and I have NEVER USED IT. My Credit is in good condition, much better than when I applied. Today I get a letter stating that my limit had been decreased due to numerous lines of credit. When I contact Home Depot ( CITI ) they tell me the reduction was based on information stating that I have accounts that are delinquent. In the letter it states too many credit accounts. On the phone they say deliquesces. I do not appreciate being treated this way by Home Depot or Citi Corporation. When I call to speak to a supervisor I was refused. XXXX XXXX XXXX number XXXX refused to find a supervisor on demand. He refused to find a manager, he refused to attempt to locate a supervisor or manager. I have worked hard to see that my Credit is clear of derogatory information. Home depot is violating my rights to information regarding my status and fair credit decisions. I requested verification and was referred back to XXXX. I know better than to trust them. The Citi letter offers incorrect information and the credit line reduction is not justified based on an automated system that is programmed to slash credit lines for good customers. My Action > Credit card accounts are not a reason to lower a limit "" BAD ACCOUNTS ARE ''. Failing to make payments are good reasons but since my payments are always on time, so this reason is not valid. Since I have never used the home depot card I find it difficult to justify my reduction. I need proof from the creditor as to why this account was adversely affected without ANY USE AT ALL. It is my intention to place this information on XXXX and XXXX for the world to know just how Citi and Home Depot treats its customers. I have Action > Credit cards and that is not a crime. I pay them on time and that is not a crime. I want this account re established and left alone. It is not right that Citi and Home Depot can negatively affect my credit score and provide incorrect reasoning via letter. Good thing the calls are recorded.",Action > Credit card,
54,"Your multiple choice selections did not give me a choice that matched my problem, but here is the outline : A company called  SLS ( Specialized Loan Services )  now holds a HELOC I took out in  XXXX . The loan matured in  XXXX   XXXX . I contacted them before this time to see if I could roll the loan over. I was told that that would not be possible because ( blah blah blah bankspeak ). At that time my  XXXX   XXXX  was over  XXXX . We entered into "" loan modification. '' The loan became past due. I offered to continue paying on the loan while they did their work, but was told that I could not do so. I sent them all the typical documents for verifying income and obligations.  Time  went on. On more than one occasion, while speaking to an SLS representative, I asked if my being in default would show up on my  credit score an d was assured that IT WOULD NOT. THIS WAS A FALSE STATEMENT, and is the problem I would like to report. In fact, the company did show me as being in default on the loan. My  credit score i s now  XXXX  on  XXXX , which rendered me unable to refinance my first mortgage -- an alternative to modifying the HELOC which is now closed to me.   I had the ability to pay off the HELOC, and had I known what would happen, I would have, but I was given false assurances and so chose to pursue "" loan modification. '' Further complaints : I was offered a "" trial payment schedule '' -- -twice. The first time, whoever prepared the offer overstated my income by a factor of  XXXX . The second time, they got my income right, but their payment amount would have left me with less than {$200.00} a month free cash. This was bad enough, but the documents they sent with these "" modifications '' included NEITHER THE DURATION OF THE LOAN NOR THE INTEREST RATE. When I called about this ( ahem ) oversight, I was told that I COULD NOT KNOW THIS INFORMATION UNTIL I ACCEPTED THE MODIFICATION. Surely that is illegal.   I believe that they lied to me and strung me along deliberately in order to ruin my  credit score a nd, when all other avenues for refinancing were closed to me, foreclose on my house. I think this because I have found other people with similar stories. SLS is a predatory organization and must be prosecuted and then shut down.",Action > Debt collection,
55,I have sent two separate letters to ask for verification of a debt. The collection company a letter stating they have acquired and now owns the account. I do n't have a contract with this company and its not my debt. I have asked for a copy of the credit card application with signature and still I have not received nothing from them. I sent them a letter in XX/XX/XXXX. They refuse to remove this from my credit files.,Action > Debt collection,
56,I recently noticed that I was being changed a fee for card protection on my banana republic visa. The charges were occurring for since XX/XX/XXXX. According to Card Protection I was charged {$1400.00} in this almost 5 year period. They stated that during a conversation with Banana republic that I ordered this service. I absolutely did not. After I call they agreed to refund the amount.. I have no idea how much compound interest I paid for this scam and fraud. I never order this type of service. Due to fee all that I was paying on my account was taken up with the fee and interest. Therefore my Bill was going up and would most likely never be paid off.,Action > Credit card,
57,"XXXX is reporting a collection account on XXXX XXXX, 2016 on my equifax credit report this account does not belong to me it is fraudulent someone has been using identity for the past 10 months and I have been a victim of identity theft",Action > Credit reporting,
58,I am being contacted by XXXX XXXX XXXX for an account that is not mine. I have advised them the account is not mine as I am a victim of Identity Fraud. XXXX XXXX continnues to call me and harass me asking me for a payment.,Action > Credit card,
59,"Citi bank issued a promotional VISA card to me and I have about {$50.00} left on the card. Citi is saying that the card has expired after 6 months and it has no contact information on the card so I could inquire about the balance. After doing an internet search to try and contact them ( since information was not provided on the card ), I found that their website states that, "" The Citi Action > Prepaid card expires after 12 months from the issue date. '' The card was issued to me on XXXX/XXXX/XXXX, so even according to their website, I should be able to finish using my card. 

I feel that this is in violation of the Credit Card Act of XX/XX/XXXX, under Title IV on Gift Cards, where the law states that : "" the expiration date is not earlier than 5 years after the date on which the gift certificate was issued, or the date on which card funds were last loaded to a store gift card or general-use Action > Prepaid card. '' I feel that they are in further violation of this Act by not providing contact information on the back of the card in order to obtain further information and by not posting accurate information about this account online for public viewing. I attempted to contact them ( on XXXX/XXXX/XXXX about XXXX AM PST ) to rectify the situation and they refused any type of satisfaction.",Action > Prepaid card,
60,I was a victim of identity theft and noticed a collection from CREDIT SYSTEMS INTL I 've attempted to dispute multiple times however no response on their end. Not sure what else to do. Police department told me to contact the federal trade commision which I wrote a formal complaint against CREDIT SYSTEMS INTL in regards to this matter. The FTC also instructed me to complete a id theft affidavit through identity theft.gov. Attached is my document. Thank you,Action > Debt collection,
61,"Midland Management sued me after the statue of limitations had run out on a credit card account that was time-barred. The card still appears as an open account on my credit report which I recently ordered. Midland Credit Management XXXX claimed that they bought the credit card account from XXXX and that makes the card a personal account now, and thus, it is no longer an open account. I have never seen anywhere in all the research that I have done that an open account becomes a personal account after it is sold. In XXXX, the statue of limitations is three years on an open account and fifteen years on a personal account. If they can claim this as their defense then how is the statue of limitations protecting consumers if rules/laws can be changed to benefit these companies that buy these accounts on XXXX cents to the dollar and then add other charges? I would be interested in knowing if this is true in other states or only in XXXX? This is hurting many working families in XXXX and I feel that it is causing more damage than the XXXX debt we are facing because these are individual families. Removing the statues of limitations as a defense against these giant corporation leaves the consumer at the mercy of these heartless and immoral company.",Action > Debt collection,
62,"Around XXXX or XX/XX/XXXX, I had received a bogus billing from STELLAR RECOVERY # XXXX regarding a {$230.00} bill with XXXX. I immediately called Stellar @ XXXX XXXX XXXX XXXX, explained that I had never had an account with XXXX XXXX and received their statement that their records would be corrected and the matter would be resolved. Shortly thereafter, I received a bill from my XXXX Credit Card and I noted that my FICO d fallen about XXXX points to the XXXX range, so I ordered my free credit reports from the XXXX credit bureaus to investigate the situation. I received the credit reports and noted the bogus report from STELLAR RECOVERY on XXXX reports, XXXX, so I filed disputes with both companies XXXX had the item deleted, but XXXX just added a note that "" acct was disputed by Consumer '' with a removal date of XX/XX/XXXX. On XX/XX/XXXX I filed a second dispute with XXXX and n XX/XX/XXXX I sent a formal complaint to STELLAR RECOVERY, with no reply to date. My FICO score remains at the mid XXXX, due to this bogus reporting by STELLAR. Your assisting in deleting this bogus report from my TransUnion account would be greatly appreciated! Sincerely XXXX XXXX",Action > Credit reporting,
63,"XXXX / XXXX / 2017  Called by a ""  XXXX   XXXX  '' who claimed to be working for an unidentified law firm calling in regards to a claim by a  XXXX   XXXX  against our property. Told her we did not know a  XXXX   XXXX , we have received none of the required paperwork and have not been legally notified and asked her to send any info to the address of record. Caller got angry, said she would also send a server and hung up.She did not give any further information. Caller ID traced back t o Zenco Collects,   XXXX .   XXXX    XXXX ,  XXXX , Texas  XXXX . Phone :  XXXX  Email :  XXXX  XXXX  XXXX",Action > Debt collection,
64,Naviet has on multiple occasions put checks and charges through my debit cards even when I have called to inform them that the funds were not there or need to postpone a payment. Even when I paid it they did not cancelled the payment and sent payment through anyway even after saying that they would. I am being harressed and my co borrow also they call 10 times a day each and everyday. This company XXXX XXXX aka Naviet are loan sharks and a predator lender.,Action > Student loan,
65,I previously sent two requests for validation of the debt. Never got an answer from Phoenix Financial. I pointed out to them that that they have illegally reaged the Date Opened to avoid Statute of Limitations. The date of my accident was in early XX/XX/XXXX ... they are trying to show a date opened of XX/XX/XXXX when they apparently bought this debt from some other collection collection. I believe that Statute of Limitations for this matter has already expired and the entire amount is no longer collectible and should not be shown on my report as any attempt to collect a debt which is otherwise uncollectible is illegal.,Action > Debt collection,
66,"The reason for this complaint is that XXXX, XXXX and XXXX do not have the correct information on my credit report regarding my Action > Mortgage with Select Portfolio Servicing ( SPS ). After multiple written requests to SPS, they no longer even investigate the inaccuracies. I am asking the CFPB to review the written evidence provided and intervene again with SPS. If I am correct, I am asking the CFPB to assist me in making sure my credit reports with XXXX, XXXX and XXXX are accurate. 
I purchased a home in XX/XX/XXXX for {$130000.00}. My Action > Mortgage was serviced by XXXX until late XX/XX/XXXX. Select Portfolio Servicing ( SPS ) was selected as my new servicer as a result of the National Action > Mortgage Servicing Settlement in early XX/XX/XXXX. 
Due to the XXXX, I received an offer to modify the Action > Mortgage on my home with a reduction in principal. I received the offer letter via fax on XX/XX/XXXX from SPS. I contacted SPS to get wire instructions to pay SPS. That same day, I requested that a wire be sent for the amount of the XXXX initial trial modification payments to SPS. SPS confirmed receipt of the funds less than XXXX days later. The offer letter is included, the page of the bank statement that shows the payment for XXXX months of the {$210.00} monthly payment ( total of {$650.00} ). 
The Action > Mortgage modification agreement specified that I make payments of {$210.00} on or before XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. All three months of payments were made on XX/XX/XXXX via a wire of {$650.00}. 
My understanding of trial modification is that payment are held in suspense accounts for the XXXX months of the trial modification. During that time, no negative data should be reported to credit bureaus. SPS reported that XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX payments were at least XXXX days late. XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX were not reported at all. SPS claims that because they were understaffed to handle all the modifications and it took until XX/XX/XXXX to get a final modification done my XXXX on time payments do not count. 
I am asking that the CFPB look at the modification offer, the copy of my XX/XX/XXXX bank statement and take action against SPS. I believe that XXXX law requires that information from creditors be reported accurately to credit bureaus. Their report is not accurate. 
I have made all payment starting from XX/XX/XXXX until today on time based on the offer from SPS. If I am correct in my reasoning, I believe that it would be fair to have my credit report show either on-time payments beginning XX/XX/XXXX until today or XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX showing no entry and XX/XX/XXXX until today should show on time payments on both of my credit bureaus. That is what happened. 
Separately, the highest balance of my Action > Mortgage shows {$40000.00} on my credit report. This is not correct. I have attached a copy of the recorded Action > Mortgage showing that it was {$130000.00} originally. The highest balance on my credit report should show {$130000.00}. That is the accurate amount. I am asking that the {$130000.00} be shown as the original amount. 
I previously have contacted XXXX and XXXX and provided them the same information I have provided the CFPB. They left the data unchanged and "" verified '' the data as correct. I asked how it was verified and the credit bureaus stated that they contacted SPS. I do not understand how a reasonable person can see the information provided and state that my credit report is correct. 

The CFPB has previously taken action against SPS. They had problems in the past with multiple regulatory agencies. They should be held accountable for the damage they do to people 's lives. They are shameless in not taking responsibility and correcting their mistake.",Action > Mortgage,
67,"I have not received information about dispute process after I was told that I should receive in 30 days after my request XX/XX/2016 I was told that there was no department for Military and no special programs to help Military with payment concerns. 

I have several concerns with the Collections & Disputes Division : I was informed of conflicting and different information of how to find and receive information of the dispute process. 
Dispute process very vague- when I asked what information am I supposed to be informed of when placing a dispute, I received vague answers. I was then advised after I asked why my documents from my medical record had been sent from XXXX at XXXX XXXX XXXX XXXX in XXXX, XXXX XXXX to Synchrony Bank, they stated because I disputed the bill due to quality of service. They stated that they ca n't really determine anything about "" quality of service '' and they are going to go with the Doctor 's office anyway. I stated, if you do n't do anything with quality of service disputes, why would they proceed with a dispute that could result in my "" medical records '' being released to them unnecessarily. I asked what documents could I provide to support my dispute and they stated they tend to go with the Doctor anyway because they have no way of evaluating quality of service. XXXX from Collections never disclosed what information I could provide for the dispute process or that the do n't judge the necessity or quality of medical or XXXX services required. I was never advised about my personal medical records being released and that they ca n't assist in quality of service issues when it comes to "" medical disputes '' before acquiring my personal medical records. No one ever stated that my medical records may have to be accessed in the process of the dispute. Then they kept stating that my medical records were not accessed but my XXXX consent was sent which specifies certain specifics of my XXXX to be done. I also did not provide any supporting documentation because when I asked what could I provide, they did not inform me that I could provide any supporting documentation. 
This statement conflict with their "" Care Credit "" Synchrony Bank on XXXX XXXX of XXXX of their Care Credit Terms and agreement that I was finally directed to after speaking to XXXX from Corporate on XXXX/XXXX/2016. 

Supervisor, XXXX ( located in XXXX XXXX XXXX ) that I spoke to on XXXX/XXXX/2016 around XXXX pm. When I asked about the dispute process, she had no details or a place where I could find it written. She stated the only way for me to find it is to have it mailed out to me. I also asked if there a phone number to Corporate, she stated no and that I can only write to the FRCA. She stated that there is no phone number to any one above her. 
XXXX rep from Corporate, that I spoke with on XXXX/XXXX/2016 @ XXXX XXXX stated I can not receive a copy of the dispute request that was sent from Synchrony Bank to the the XXXX at XXXX XXXX XXXX XXXX in XXXX, XXXX XXXX. I asked her why not and she states I just ca n't have it and she states that 's their company policy. I asked her what information do they have clarifying the dispute process within XXXX and she asked what do I want to know. She states that they are not going to break down every little thing. I also made a complaint to her about the Supervisor XXXX from XXXX XXXX, XXXX, lied to me about how there is no Corporate contact information for complaints and that the only way to contact the FCRA was to write them. I asked what reporting agency that Synchrony Bank falls under to report complaints and fair practices, she never mention the CFPB ( Consumer Financial Protection Bureau. I find it hard to believe that she did not know this information, holding the position of Supervisor.",Action > Credit card,
68,"I applied for a credit card ( XXXX XXXX ) and they denied me because my credit was unavailable from the XXXX scores. I checked my credit score on XXXX XXXX and it also said my scores where unavailable, so I 'm just wondering what is going on?",Action > Credit reporting,
69,"i have been the victim of several online fraud scams. i called my bank for help with this and told them i signed a contract with them but the merchants merchandise was not as described and no service was rendered.the company was XXXX chip dev. who i paid XXXX sent a contract in and that was it case closed.i thought my citi card would have looked into it a little further .i must have some recourse available to me.i am XXXX XXXX XXXX and have no functional online business, earn no money, and ended up heavily in debt. i thought citi had a fraud guarantee.i dont feel i have been treated fairly and these people use unfair and deceptive trade practices.citi does not seem to do much work investigating these merchants.i am asking for a fair resolution to my problem.",Action > Credit card,
70,"I responded to an introductory offer the end of XXXX by a company called XXXX XXXX for a XXXX and with it came a XXXX sample. It was FREE and the shipping costs were XXXX and of course I had to give them my Action > Credit card to mail the offer. I received both samples but also was billed 4 times in one month in the amount of {$89.00}, {$87.00}, {$89.00} and a XXXX th charge of {$87.00}. I called the company and told them I never authorized the usage of my Action > Credit card for additional shipments and there was nothing transparent in the introductory offer that advised more shipments would be forthcoming. So, I received my introductory package and called and cancelled the order when I received package number two which I did not ask for nor did I keep. I returned it to the sender and received two cancellation numbers XXXX and C XXXX. 
What is surprising about this is that today when I checked on the balance on my Frontier XXXX XXXX card they reversed the three of four credits and are charging me for products I did not request, charges that I did n't authorize and merchandise that I did not receive. I have had an XXXX XXXX XXXX and Platinum card since 1984 and have never once had an issue with fraudulent charges and have come to expect Action > Credit card companies to protect their customers from unwarranted charges. Apparently, it is in Frontier XXXX XXXX 's best interest to side with the vendor and they obviously did not do their due diligence even though they have had three months to figure this out. I will cancel my card but wanted this published so other card members will not be surprised that this company does NOT have your back.",Action > Credit card,
71,I moved from a  XXXX   XXXX  's apartment in  XXXX  of   XXXX  . I turned in my key and all debt was satisfied. Since then the collection agency  Hunter Warfield has came after me with a total debt of {$3000.00}. This was a joint account in which I satisfied all debt obligations with the original creditor. This has previously been disputed and removed from my credit re port but was later added back.,Action > Debt collection,
72,Ic system inc is trying to collect on a debt that originally defaulted over 9 years ago. It 's now on my credit report and their attempts to collect are beyond az statute of limitations.,Action > Debt collection,
73,"On XXXX XXXX I did a cash advance from my XXXX XXXX in a ATM of my bank. The bank charge me {$3.00} for the withdrawal as if I was using a card from other bank. I did the claim explaining that the ATM read wrong my card. Representative said that fee is correct because is a cash advance. I told that it was n't the first time a did a cash advance that the fee does not belong. The ATM had never charge me when using a card from the same bank. I was aware of the {$2.00} fee that the bank would charge for this. They ended charging me {$5.00} for the transaction. Besides, they never gave a resolution to my previous dispute. 

I 'm tired of all the mistakes they are making in my account.",Action > Credit card,
74,"After much time spent with this company on the phone and e mails, trying to force me to borrow more than I wanted too, we finally came to an agreement on a Action > Mortgage. At this time a closing was scheduled and kept on XXXX/XXXX/2017. 10 days after closing they called me and said they never received the Action > Mortgage papers and did not know where they were or what happened to them. At this time I did what I could to protect myself and stopped payment on the check I had gave to the person they hired to do the closing. Since this time they have continued to call me numerous times per day trying to force me to continue with the Action > Mortgage. This has been going on for over week now to the point of harassment. Now tonight XXXX/XXXX/2017 the escrow company called and informed me they went ahead and deposited the check any way knowing I did not want to do business with them or loan depot. This has got to be the most devious and unprofessional business practice ever perpetrated against someone. I hope this information is published so others will not have to go through the deception, harassment, and devious games this company plays.",Action > Mortgage,
75,This was originally taken off the credit reports after being disputed. They decided to put the debt back on the credit report and now are falsely stating that the first major deliquency was from XX/XX/XXXX when the card in fact is from XX/XX/XXXX-XX/XX/XXXX. They are making the card and charge off look newer than it actually is. The original creditor is still on my report with the correct date. They are trying to sabatoge my credit report and even when disputed will not update with accurate information.,Action > Debt collection,
76,"I was serviced with a notice of wage garnishment and after repeated calls to my work I was placed on notice by my employer. I was involuntarily laid off prior to me becoming homeless and like I stated I have been at my current employer for less than 3 months now. I do not have money to eat or live and have documents to show so. I created a packet with all documents required and submitted all XXXX pages to the number on the sheet and addressed it to the company and presiding judge. And I have proof of this. I called XXXX XXXX XXXX this morning and was transferred numerous times informed I was in the wrong department. Finally after waiting on the line for 15 minutes a woman by the name of XXXX tells me that I have to call the number XXXX XXXX which she stated is a "" post claim '' number. I called that number and apparently that number is for direct tv. I do n't know if XXXX funds and XXXX XXXX XXXX think it is funny to play with peoples lives like this or if you are purposely doing this to individuals who request a hearing but either way I will be filing a complaint and if someone does not tell me if my documentation has been received I 'm going to contact the media. If you wo n't provide me with the information maybe you provide it to them. I only have to XXXX/XXXX/16 to verify that my hearing request has been received and they refuse to tell me.",Action > Debt collection,
